,bVtxCL,kstTMass,kstPt,kstTrkmPt,kstTrkmDCABS,kstTrkpPt,kstTrkpDCABS,mumPt,mupPt,bCosAlphaBS,bLBS,bDCABS,muLeadingPt,muTrailingPt,bLBSs,bDCABSs,kstTrkmDCABSs,kstTrkpDCABSs,kstTrkpPtR,kstTrkmPtR,muTrailingPtR,muLeadingPtR,mumuPtR,kstPtR,mumIsoPtR_dr04,mupIsoPtR_dr04,kstTrkmIsoPtR_dr04,kstTrkpIsoPtR_dr04,IsoPtR_dr04_sum
bLBSs,-0.13498082916764836,0.00048726904014147155,0.010464762362898797,0.01872687441707107,0.019692860825759734,0.014381547307631855,0.006059318836436606,0.0018006781400522623,0.025380974012626872,0.23306787354000236,0.9614505135788959,-0.033288572330151214,0.020854789984497392,0.007890293318705235,1.0,-0.028166171154247528,-0.01714346296214077,-0.014142889007690698,-0.012553087781563131,-0.002739521689951533,-0.012241160538805395,0.009790394486118417,0.0030476817767881807,-0.020737928011958003,0.04022234235317772,0.03417760284950777,-0.040034920275120185,-0.011699235293256168,-0.029318352139683465
bDCABSs,-0.006330237953245965,0.006304728842057086,0.012980182057446436,0.01659032276049886,0.020269711283493044,0.006016502498817725,0.00796528074911401,-0.005750209209010181,0.018281725533671113,-0.04337744230956869,-0.03436802627245436,0.9699013100420374,0.0027150062395880662,0.018765545235092652,-0.028166171154247528,1.0,0.06231718009499908,0.065103486826108,0.0009543202914168284,0.011537022605252174,0.002208979108262804,-0.012287517363495534,-0.008472622802116499,0.008641377556048619,-0.03733574036471294,-0.018418144725528038,-0.016209728569636296,-0.032832731699813045,-0.03553204264496706
kstTrkmDCABSs,0.0042711497735117504,-0.0051808183442058195,-0.01077679810832193,0.0028753426865012126,0.36503290403830446,-0.027882315437045682,-0.0002315504121455825,-0.008192390252164474,-0.0043738290594410815,0.010115946640245099,-0.03002096119274185,0.06382243005439807,-0.010323768825112305,-0.001579580803726858,-0.01714346296214077,0.06231718009499908,1.0,0.015280501927632386,-0.00698883944863334,0.00802817445988962,-0.0019010230228601853,-0.005084144301882285,-0.008807359807587312,0.004630919347001825,-0.01565395143261701,8.5069798748952e-05,0.013449908376687606,0.0026765634149367216,0.009661533231954216
kstTrkpDCABSs,-0.008851140282677333,0.00015168739184871313,-0.012364223664780644,0.0016748391517361662,-0.0024892694113202224,-0.02610915703076871,0.36549055861111296,-0.004793969008228568,-0.002858410892899124,0.01120388727230011,-0.0205079815787523,0.06775226542046348,-0.0058818001159107874,-0.0018336039471273302,-0.014142889007690698,0.065103486826108,0.015280501927632386,1.0,-0.00803899304556394,0.01139192047714603,0.007325056903097039,-0.0003524739824760629,0.003975519107585579,0.0023033455282011916,0.008023328119780881,0.007552764428754628,0.009554910466633336,0.012224694759485429,0.015240226845763849
kstTrkpPtR,0.011639282243670173,0.11003993907205653,0.5337435150175464,0.04852560239584453,0.002694296638731303,0.8548465892946953,0.0028495254892327584,-0.15623366334671945,-0.16328600156988962,-0.020668925285511314,-0.041299458357522495,0.001934177569481062,-0.20201687800757653,-0.17230100500391654,-0.012553087781563131,0.0009543202914168284,-0.00698883944863334,-0.00803899304556394,1.0,0.07986789237426956,-0.03949555602826214,-0.2959557566640409,-0.5290835144913257,0.650917037078339,-0.009974574476351588,0.015343813273813858,0.013277406768643798,-0.12870643699631823,-0.07590617832008595
kstTrkmPtR,0.009730205117264495,0.11150688539262564,0.576152243096597,0.8584314345536129,0.008818375073280595,0.05142240562537724,-0.006301282829931586,-0.15921836046728013,-0.16065519580099158,-0.004407835703702944,-0.039606137728585046,0.012088450406178513,-0.20648517591388107,-0.16329077994536334,-0.002739521689951533,0.011537022605252174,0.00802817445988962,0.01139192047714603,0.07986789237426956,1.0,-0.041903854947498514,-0.31412591985214244,-0.5587307341951278,0.6839598676630119,-0.01663918853815808,0.004235277540290167,-0.1296136053609293,0.0020674163068717644,-0.08370546040447144
muTrailingPtR,-0.04435168396181974,0.020784641214062507,-0.3553498779521604,-0.24471409593913293,-0.011217065321770015,-0.2563822488245327,0.013856638833770467,-0.35797247722108605,-0.35001706688587414,-0.02052798657352906,-0.04380183972943233,0.007710004408842211,-0.6901666702524344,0.1312903360897483,-0.012241160538805395,0.002208979108262804,-0.0019010230228601853,0.007325056903097039,-0.03949555602826214,-0.041903854947498514,1.0,-0.640196270989799,0.36680906804591124,-0.18578458991034758,-0.13465174458060805,-0.11114254055926921,-0.02060708552779747,-0.019717950239111347,-0.041243463078330565
muLeadingPtR,0.010397625407921182,-0.04977316404875466,-0.289133369171704,-0.23364919939393958,0.00534905832045435,-0.2074316867680984,-0.005653342005774278,0.19571277685408553,0.2085832445932494,0.02702407603801029,0.03561180073201237,-0.013495998731147535,0.5090296366218872,-0.3168416475090792,0.009790394486118417,-0.012287517363495534,-0.005084144301882285,-0.0003524739824760629,-0.2959557566640409,-0.31412591985214244,-0.640196270989799,1.0,0.3999333154533188,-0.398878619858359,0.07156144516995663,0.02332655124481641,0.05366844560134781,0.047773235824370264,0.07202703432846927
mumuPtR,-0.0378194552127299,-0.06020892996623757,-0.8399002073329129,-0.6307750064999271,-0.0096961508766441,-0.6092655091698987,0.008232920351163995,-0.08518706678169363,-0.06937616997525868,0.0057887360400537225,0.014537111000072708,-0.00714222115587552,-0.09964639215171463,-0.07846809872558044,0.0030476817767881807,-0.008472622802116499,-0.008807359807587312,0.003975519107585579,-0.5290835144913257,-0.5587307341951278,0.36680906804591124,0.3999333154533188,1.0,-0.8411697861756572,-0.052406788967640616,-0.08028030150127768,0.049594623796211414,0.045357328684699195,0.054069534910765084
kstPtR,0.02540963958433409,-0.028217059007457516,0.8646142111292413,0.6327160476277748,0.01459002436871354,0.6070457932213081,-0.0027292468962657164,-0.08474544861430497,-0.09090734358041525,-0.013788347756888215,-0.05094486609900847,0.007899865135858575,-0.11069479992691413,-0.0955824097991439,-0.020737928011958003,0.008641377556048619,0.004630919347001825,0.0023033455282011916,0.650917037078339,0.6839598676630119,-0.18578458991034758,-0.398878619858359,-0.8411697861756572,1.0,0.011349985131106697,0.036876693602371224,-0.07319137027370047,-0.07030395049582913,-0.09105200357296107
mumIsoPtR_dr04,0.01778223977063122,-0.002225889504557976,0.09293005614522534,0.059561061949133035,-0.018417225325129908,0.08073312270561417,-0.004217871811731956,0.0561402308129632,0.1981920185835366,0.04648761634184317,0.05252433500750794,-0.0380998823646599,0.19425924197979064,0.07232456876754133,0.04022234235317772,-0.03733574036471294,-0.01565395143261701,0.008023328119780881,-0.009974574476351588,-0.01663918853815808,-0.13465174458060805,0.07156144516995663,-0.052406788967640616,0.011349985131106697,1.0,0.3941630799806861,0.1708839451119306,0.1908289856333394,0.3189305320993449
mupIsoPtR_dr04,0.009187739987483897,0.011524614082162434,0.11584800622170881,0.08068381089964002,0.00212359211569917,0.10195392947589861,-0.009825047557605658,0.18250019746196422,0.02454980454283486,0.05107209820880193,0.04672041811784045,-0.01593398134844713,0.14391134836295227,0.07727243291934309,0.03417760284950777,-0.018418144725528038,8.5069798748952e-05,0.007552764428754628,0.015343813273813858,0.004235277540290167,-0.11114254055926921,0.02332655124481641,-0.08028030150127768,0.036876693602371224,0.3941630799806861,1.0,0.171933600119432,0.22350816046743063,0.34721106064125895
kstTrkmIsoPtR_dr04,0.02134085417301961,-0.02931537189762148,-0.024308849414004248,-0.0843705467356897,0.004470015565818008,0.053456162809692405,0.0022079127100195894,0.07686627555297042,0.058040187630593376,0.0013241548552495696,-0.03176489083577855,-0.01609236599743093,0.09243459752096057,0.05674523331099608,-0.040034920275120185,-0.016209728569636296,0.013449908376687606,0.009554910466633336,0.013277406768643798,-0.1296136053609293,-0.02060708552779747,0.05366844560134781,0.049594623796211414,-0.07319137027370047,0.1708839451119306,0.171933600119432,1.0,0.07987947161180434,0.7248997060232147
kstTrkpIsoPtR_dr04,0.03216756156837938,-0.032709131034909,-0.03430180052098131,0.023373100539690102,-0.004526981221633167,-0.08657487556435182,-0.009961936024940587,0.0744896892748411,0.05722352478198145,0.017659861064936746,-0.0033641020715518073,-0.026352002438841053,0.08686932098773353,0.06258007632188113,-0.011699235293256168,-0.032832731699813045,0.0026765634149367216,0.012224694759485429,-0.12870643699631823,0.0020674163068717644,-0.019717950239111347,0.047773235824370264,0.045357328684699195,-0.07030395049582913,0.1908289856333394,0.22350816046743063,0.07987947161180434,1.0,0.7377946540765938
IsoPtR_dr04_sum,0.036739395755746834,-0.040064745318359005,-0.025705588640502767,-0.030901366042906074,-0.0009651949248271029,-0.011170567547483972,-0.00602135649030262,0.11437135147597745,0.08825197892057556,0.01846891860190455,-0.01691795252550044,-0.031054832414969098,0.13785041909876053,0.0873941542636325,-0.029318352139683465,-0.03553204264496706,0.009661533231954216,0.015240226845763849,-0.07590617832008595,-0.08370546040447144,-0.041243463078330565,0.07202703432846927,0.054069534910765084,-0.09105200357296107,0.3189305320993449,0.34721106064125895,0.7248997060232147,0.7377946540765938,1.0
