,bVtxCL,kstTMass,kstPt,kstTrkmPt,kstTrkmDCABS,kstTrkpPt,kstTrkpDCABS,mumPt,mupPt,bCosAlphaBS,bLBS,bDCABS,muLeadingPt,muTrailingPt,bLBSs,bDCABSs,kstTrkmDCABSs,kstTrkpDCABSs,kstTrkpPtR,kstTrkmPtR,muTrailingPtR,muLeadingPtR,mumuPtR,kstPtR,mumIsoPtR_dr04,mupIsoPtR_dr04,kstTrkmIsoPtR_dr04,kstTrkpIsoPtR_dr04,IsoPtR_dr04_sum
bLBS,0.00018599412831688794,0.0012633941474480583,0.29780477413430023,0.242976535333757,-0.026738921963953666,0.24205440374628057,-0.0164470392841228,0.26588014223526824,0.30849605302012195,0.11386318010856547,1.0,0.009048982697925338,0.3727249975859021,0.24871268780816103,0.9335868747084661,0.006767335490713407,-0.07038807402604808,0.007623042961101506,0.04629259804865989,0.04583946506708981,-0.228969748424129,0.03300079477849651,-0.08798080803539014,0.06825407132554581,-0.004486268998061193,-0.06264190635049502,-0.03821666426715816,-0.043545204307422966,-0.04754630422136032
bDCABS,-0.028360856682251794,-0.04678422156135587,-0.01465424743107992,-0.01556304870086306,0.051453579718060645,-0.007714844923946777,0.0098564332864883,-0.019866219599491076,-0.024233202497145258,0.0017270581996742362,0.009048982697925338,1.0,-0.0279236553509434,-0.020836943167978943,0.0157857043455543,0.9610297442602255,-0.004797506053792264,0.009873242210710004,0.005060956046056127,-0.010776488438410347,0.00924308715475701,0.006916867536864908,0.00846141032074823,-0.00445623079322793,-0.03543401952395945,-0.0364206340806258,-0.06522312426120927,-0.07223585077605885,-0.0779624084563283
muLeadingPt,-0.0261682024406762,-0.026179566857907306,0.34983112425249074,0.31151256153329615,-0.020181117062102804,0.2557055461017294,-0.011020791628018384,0.7336481603753852,0.7710489281146466,0.004644278442128929,0.3727249975859021,-0.0279236553509434,1.0,0.5900385166486267,0.1775177926946102,-0.0462855541068866,-0.07915272427125714,-0.03862986511653908,-0.17755051250042272,-0.1208469752571979,-0.38624366137601085,0.4580423260298374,0.1701965225628154,-0.20866821649475653,0.10777430038686935,0.03412114597919839,0.033588508608919564,0.0925514702233585,0.07183996723927286
muTrailingPt,-0.023883014281111104,-0.027526770892721538,0.226693524141936,0.1868359096356031,-0.02521970362900767,0.1822287666020431,-0.015416721529112339,0.6033990765117813,0.6118424015975655,0.0031702141677142723,0.24871268780816103,-0.020836943167978943,0.5900385166486267,1.0,0.10353047529270537,-0.03022003753882004,-0.024865915085321176,-0.0013531822533999957,-0.16971381998476862,-0.14256087074737853,0.20703742354185525,0.03395333135200547,0.18479914052861085,-0.21872641460142858,0.02214016715849109,0.03930450479800781,0.0554137833306741,0.08949346461022523,0.07828345835867222
bLBSs,0.011794156463354926,0.010570605496282687,0.18993388782513576,0.14550307507144283,-0.017691727196560352,0.1645017508223065,-0.012078741428677974,0.127966062134114,0.13841641726393167,0.11316126376171728,0.9335868747084661,0.0157857043455543,0.1775177926946102,0.10353047529270537,1.0,0.015278651329324832,-0.03735341540972184,0.013922731422980958,0.06862489939343556,0.05755911394599976,-0.1797669886113291,-0.017067638499762946,-0.10541079183594144,0.09213901619977853,-0.048782580363400115,-0.08281309319238828,-0.05315164563440457,-0.06286564981860808,-0.07010607179687227
bDCABSs,-0.03264124846108668,-0.04635566809365432,-0.016654402832128327,-0.019751961119685822,0.049521998194745884,-0.006567455669278617,0.016129836282221064,-0.03008869164578104,-0.04073559843110057,0.005550118287448243,0.006767335490713407,0.9610297442602255,-0.0462855541068866,-0.03022003753882004,0.015278651329324832,1.0,-0.0018693789470727693,0.01109981672351796,0.016331321772001393,-0.013842269717831689,0.01064599243862078,-0.0028657588617491897,0.002043832513743891,0.0016782069561724108,-0.04293507595398182,-0.03579287158844941,-0.05484575970580834,-0.07569916101736593,-0.0733392940124192
kstTrkmDCABSs,0.027486344040594374,-0.0386972340713813,-0.0438041434391041,-0.029303814657926894,0.5643311090382459,-0.04302341884919544,0.3734811006669859,-0.00889143634486446,-0.09658446500891135,-0.0015487469638564007,-0.07038807402604808,-0.004797506053792264,-0.07915272427125714,-0.024865915085321176,-0.03735341540972184,-0.0018693789470727693,1.0,0.512313365099354,-0.00807567394807009,0.0085387807569906,0.029408436286129835,-0.01818602737217155,0.001971179646305845,0.00013140811936113815,-0.03144449935578608,-0.013574419998958887,-0.0058392470628994015,0.006356046642980163,-0.00425581508571536
kstTrkpDCABSs,0.010218999485834357,0.008514987754998826,-0.01851178872810705,-0.004064381898989505,0.3350401928210019,-0.02753954748118724,0.628825193301917,0.00851223130344745,-0.05396005329236112,0.0011677564406808805,0.007623042961101506,0.009873242210710004,-0.03862986511653908,-0.0013531822533999957,0.013922731422980958,0.01109981672351796,0.512313365099354,1.0,-0.006578104717742334,0.01498824071278614,0.00872637916522897,-0.01133192999329444,-0.005380975298752403,0.005935313083674868,-0.030388528463478833,-0.014558758480641636,-0.019526770905778725,0.0024343108297761543,-0.014702261981598203
kstTrkpPtR,-0.018911809254985663,-0.012582110490822225,0.4846842378528981,0.023276725035079056,-0.002908925642174772,0.8059670393291908,-0.011522877338345243,-0.16218268105112305,-0.1385137509494031,0.021682377280813386,0.04629259804865989,0.005060956046056127,-0.17755051250042272,-0.16971381998476862,0.06862489939343556,0.016331321772001393,-0.00807567394807009,-0.006578104717742334,1.0,-0.020106755147934845,-0.39995398473720145,-0.5998928214758591,-0.7092250592971008,0.7122880228807157,-0.013321468108236843,0.008454330062838038,-0.018124938777978654,-0.16535103053961733,-0.0834455300972514
kstTrkmPtR,0.0020325809738068463,0.008959740748387984,0.5385873722048068,0.7814008486790689,0.013773196368212757,0.05745094762720786,0.0069238564197263855,-0.11669159389228034,-0.10151112939058343,-0.04671402354564927,0.04583946506708981,-0.010776488438410347,-0.1208469752571979,-0.14256087074737853,0.05755911394599976,-0.013842269717831689,0.0085387807569906,0.01498824071278614,-0.020106755147934845,1.0,-0.403183182021086,-0.5630261738471157,-0.6835347691665504,0.6872158599141794,0.015982962066565853,0.043751920534947794,-0.1216346401823799,-0.012583494477166482,-0.07943622102946778
muTrailingPtR,0.016679748613191468,0.01170294028241655,-0.6350080080784358,-0.5088087215721078,-0.020409027468341178,-0.5253580681358007,-0.01821333416802491,-0.19780035162189177,-0.16664456234997027,0.007265906132730289,-0.228969748424129,0.00924308715475701,-0.38624366137601085,0.20703742354185525,-0.1797669886113291,0.01064599243862078,0.029408436286129835,0.00872637916522897,-0.39995398473720145,-0.403183182021086,1.0,0.04901355329410512,0.6039964016528611,-0.5770735054341538,-0.04441036865866597,-0.00815085942818386,0.07424277565935847,0.05490818815184575,0.0673709090040439
muLeadingPtR,0.003070853784462647,0.0022642830140527106,-0.5083043268596987,-0.3812908841302146,0.006695516011274993,-0.4490551466776176,0.018628379838194112,0.3122187231394889,0.2606253325234796,0.00805044957601575,0.03300079477849651,0.006916867536864908,0.4580423260298374,0.03395333135200547,-0.017067638499762946,-0.0028657588617491897,-0.01818602737217155,-0.01133192999329444,-0.5998928214758591,-0.5630261738471157,0.04901355329410512,1.0,0.8200276499256088,-0.8299720584037943,0.02626544810878331,-0.04077947390913675,0.0612386880310187,0.10640495847251188,0.08461802840569008
mumuPtR,0.01114916881802867,0.004629708829454845,-0.7504975881571968,-0.5812146530709144,-0.006626391160794411,-0.6429777463082353,0.002205697445264246,0.16165511678844208,0.1377192145311738,0.017209762281605825,-0.08798080803539014,0.00846141032074823,0.1701965225628154,0.18479914052861085,-0.10541079183594144,0.002043832513743891,0.001971179646305845,-0.005380975298752403,-0.7092250592971008,-0.6835347691665504,0.6039964016528611,0.8200276499256088,1.0,-0.9958043109715885,-0.00307224910911974,-0.03669062231394315,0.09310258745496237,0.11970710520209017,0.10879303831380169
kstPtR,-0.01234847787177326,-0.006223636853372179,0.7321213950340858,0.5668214443869846,0.007673473039831015,0.627488227930348,-0.0032133655153260346,-0.1951845823599976,-0.16786203362815505,-0.016612901595240464,0.06825407132554581,-0.00445623079322793,-0.20866821649475653,-0.21872641460142858,0.09213901619977853,0.0016782069561724108,0.00013140811936113815,0.005935313083674868,0.7122880228807157,0.6872158599141794,-0.5770735054341538,-0.8299720584037943,-0.9958043109715885,1.0,0.0012145543332524457,0.03684531080951265,-0.09869329597368483,-0.12766181713835037,-0.11594101952664333
mumIsoPtR_dr04,-0.00519904448384041,0.01727946404446763,0.05846386722370509,0.06417607060942473,-0.011699108720060736,0.029789158227584156,-0.014339098696766747,-0.027327489242241734,0.16283527650699342,-0.009874005614830893,-0.004486268998061193,-0.03543401952395945,0.10777430038686935,0.02214016715849109,-0.048782580363400115,-0.04293507595398182,-0.03144449935578608,-0.030388528463478833,-0.013321468108236843,0.015982962066565853,-0.04441036865866597,0.02626544810878331,-0.00307224910911974,0.0012145543332524457,1.0,0.44321350891526196,0.6004171638776671,0.3530883693248386,0.64143757843824
mupIsoPtR_dr04,-0.0011081574781664659,0.04510293275735176,0.05953988290235641,0.06448542403603559,-0.013161176752387193,0.030856577275969285,-0.012016979187466905,0.06678526989937057,-0.0035684222065772344,0.012057552945046185,-0.06264190635049502,-0.0364206340806258,0.03412114597919839,0.03930450479800781,-0.08281309319238828,-0.03579287158844941,-0.013574419998958887,-0.014558758480641636,0.008454330062838038,0.043751920534947794,-0.00815085942818386,-0.04077947390913675,-0.03669062231394315,0.03684531080951265,0.44321350891526196,1.0,0.4620759819854197,0.2769936361761724,0.5121726298884572
kstTrkmIsoPtR_dr04,-0.030946617719812452,-0.009962029902255563,-0.054285787175391564,-0.07893879638610465,0.005141241872238086,-0.005225090104625576,-0.030870272864739937,0.028187162221870815,0.03987966148802065,0.0005348805036004556,-0.03821666426715816,-0.06522312426120927,0.033588508608919564,0.0554137833306741,-0.05315164563440457,-0.05484575970580834,-0.0058392470628994015,-0.019526770905778725,-0.018124938777978654,-0.1216346401823799,0.07424277565935847,0.0612386880310187,0.09310258745496237,-0.09869329597368483,0.6004171638776671,0.4620759819854197,1.0,0.4606088291867104,0.9145671875719817
kstTrkpIsoPtR_dr04,-0.04309616513059665,-0.060764737251177176,-0.05518413609272902,0.01432926488856374,-0.01057540139951418,-0.11116766576381001,0.001530693921574243,0.06487573540770904,0.09116534240743554,0.00016403754206607423,-0.043545204307422966,-0.07223585077605885,0.0925514702233585,0.08949346461022523,-0.06286564981860808,-0.07569916101736593,0.006356046642980163,0.0024343108297761543,-0.16535103053961733,-0.012583494477166482,0.05490818815184575,0.10640495847251188,0.11970710520209017,-0.12766181713835037,0.3530883693248386,0.2769936361761724,0.4606088291867104,1.0,0.7710242126543341
IsoPtR_dr04_sum,-0.03889680236805417,-0.028457241198312725,-0.05040692521818585,-0.0354729032308269,-0.002985559795420213,-0.047100508223199236,-0.020976369694953124,0.048145334432103594,0.07712879512008097,0.00041265973931647616,-0.04754630422136032,-0.0779624084563283,0.07183996723927286,0.07828345835867222,-0.07010607179687227,-0.0733392940124192,-0.00425581508571536,-0.014702261981598203,-0.0834455300972514,-0.07943622102946778,0.0673709090040439,0.08461802840569008,0.10879303831380169,-0.11594101952664333,0.64143757843824,0.5121726298884572,0.9145671875719817,0.7710242126543341,1.0
